Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-04-07 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-08 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-09 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-10 00:00:00+00:00,TL,Timor-Leste,SEARO,0,1,0,0
2020-04-11 00:00:00+00:00,TL,Timor-Leste,SEARO,1,2,0,0
2020-04-12 00:00:00+00:00,TL,Timor-Leste,SEARO,0,2,0,0
2020-04-13 00:00:00+00:00,TL,Timor-Leste,SEARO,2,4,0,0
2020-04-14 00:00:00+00:00,TL,Timor-Leste,SEARO,2,6,0,0
2020-04-15 00:00:00+00:00,TL,Timor-Leste,SEARO,0,6,0,0
2020-04-16 00:00:00+00:00,TL,Timor-Leste,SEARO,12,18,0,0
2020-04-17 00:00:00+00:00,TL,Timor-Leste,SEARO,0,18,0,0
2020-04-18 00:00:00+00:00,TL,Timor-Leste,SEARO,0,18,0,0
2020-04-19 00:00:00+00:00,TL,Timor-Leste,SEARO,1,19,0,0
2020-04-20 00:00:00+00:00,TL,Timor-Leste,SEARO,3,22,0,0
2020-04-21 00:00:00+00:00,TL,Timor-Leste,SEARO,1,23,0,0
2020-04-22 00:00:00+00:00,TL,Timor-Leste,SEARO,0,23,0,0
2020-04-23 00:00:00+00:00,TL,Timor-Leste,SEARO,0,23,0,0
2020-04-24 00:00:00+00:00,TL,Timor-Leste,SEARO,1,24,0,0
2020-04-25 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-26 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-27 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-28 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-29 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-04-30 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-01 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-02 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-03 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-04 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-05 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-06 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-07 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-08 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-09 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-10 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-11 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-12 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-13 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-14 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-15 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-16 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-17 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-18 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-19 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-20 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-21 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-22 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-23 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-24 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-25 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-26 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-27 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-28 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-29 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-30 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-05-31 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-01 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-02 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-03 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-04 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-05 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-06 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-07 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-08 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-09 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-10 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-11 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
2020-06-12 00:00:00+00:00,TL,Timor-Leste,SEARO,0,24,0,0
